NOME,QUANT,VL,Data,TIPO
INSULINA ASPARTE CANETA,0,"31,20",25/11/2024,INSULINAS
INSULINA ASPARTE REFIL,0,"27,80",25/11/2024,INSULINAS
INSULINA DEGLUDECA CANETA,263,"93,74",25/11/2024,INSULINAS
INSULINA DEGLUDECA+LIRAGLUTIDA,0,"164,09",25/11/2024,INSULINAS
INSULINA DETEMIR CANETA,21,"53,71",25/11/2024,INSULINAS
INSULINA DETEMIR REFIL,0,"50,69",25/11/2024,INSULINAS
INSULINA GLARGINA CANETA,118,"29,70",25/11/2024,INSULINAS
INSULINA GLARGINA FRASCO,56,"117,01",25/11/2024,INSULINAS
INSULINA GLARGINA REFIL,117,"18,40",25/11/2024,INSULINAS
INSULINA LISPRO FRASCO,261,"80,36",25/11/2024,INSULINAS
INSULINA LISPRO REFIL ,317,"28,47",25/11/2024,INSULINAS
ACCU CHEK LINK ASSIST ,0,"240,75",25/11/2024,INSUMOS PARA DIABETES
"AGULHA PARA CANETA DE INSULINA 0,25X4MM",2190,"0,00",25/11/2024,INSUMOS PARA DIABETES
"AGULHA PARA CANETA DE INSULINA 0,25X5MM",1660,"0,00",25/11/2024,INSUMOS PARA DIABETES
"AGULHA PARA CANETA DE INSULINA 0,25X6MM",3820,"0,00",25/11/2024,INSUMOS PARA DIABETES
"AGULHA PARA CANETA DE INSULINA 0,25X8MM",1200,"0,20",25/11/2024,INSUMOS PARA DIABETES
APAR. MEDIDOR DE GLICOSE G TECH,9,"50,00",25/11/2024,INSUMOS PARA DIABETES
APAR. MEDIDOR DE GLICOSE (ACCU CHECK PERFORME),0,"44,91",25/11/2024,INSUMOS PARA DIABETES
APARELHO MEDIDOR DE GLICOSE ONE TOUCH ULTRA,0,"0,00",25/11/2024,INSUMOS PARA DIABETES
APLIC. DO CONJUNTO DE INFUSÃO MMT385 MEDTRONIC,12,"240,75",25/11/2024,INSUMOS PARA DIABETES
APLICADOR DO CONJUNTO DE INFUSÃO QUICKSET MMT 305QS,5,"105,00",25/11/2024,INSUMOS PARA DIABETES
APLICADOR DO SENSOR DE GLICOSE MMT 7510 MEDITRONIC,0,"784,06",25/11/2024,INSUMOS PARA DIABETES
BOMBA DE INFUSÃO DE INSULINA MINIMED 640G MMT 1752,0,"16999,00",25/11/2024,INSUMOS PARA DIABETES
BOMBA DE INFUSÃO DE INSULINA MINIMED 780,0,"16999,00",25/11/2024,INSUMOS PARA DIABETES
BOMBA DE INSULINA ACCU CHECK COMBO,0,"13770,00",25/11/2024,INSUMOS PARA DIABETES
CANETA PARA INSULINA HUMAPEN,0,"0,00",25/11/2024,INSUMOS PARA DIABETES
CARELINK USB TRANSMISSÃO DE DADOS MEDITRONIC,0,"411,58",25/11/2024,INSUMOS PARA DIABETES
CARELINK USB TRANSMISSÃO DE DADOS BLUE MEDITRONIC,0,"411,58",25/11/2024,INSUMOS PARA DIABETES
CARELINK USB TRANSMISSÃO DE DADOS MMT 7306,0,"0,00",25/11/2024,INSUMOS PARA DIABETES
CONJUNTO DE INFUSÃO ACCU CHEK 10X60,285,"90,08",25/11/2024,INSUMOS PARA DIABETES
CONJUNTO DE INFUSÃO ACCU CHEK 13X60,0,"88,55",25/11/2024,INSUMOS PARA DIABETES
CONJUNTO DE INFUSÃO ACCU CHEK 17X60,0,"88,55",25/11/2024,INSUMOS PARA DIABETES
CONJUNTO DE INFUSÃO ACCU CHEK 8X60 ,0,"89,98",25/11/2024,INSUMOS PARA DIABETES
CONJUNTO DE INFUSÃO QUICKSET MMT 396 MEDTRONIC,325,"113,69",25/11/2024,INSUMOS PARA DIABETES
CONJUNTO DE INFUSÃO QUICKSET MMT 397 MEDTRONIC,490,"113,69",25/11/2024,INSUMOS PARA DIABETES
CONJUNTO DE INFUSÃO QUICKSET MMT 398 MEDTRONIC,0,"113,69",25/11/2024,INSUMOS PARA DIABETES
CONJUNTO DE INFUSÃO QUICKSET MMT 399 MEDTRONIC,0,"113,69",25/11/2024,INSUMOS PARA DIABETES
CONJUNTO DE INFUSÃO SILHOUETTE MMT 381 MEDTRONIC,160,"113,69",25/11/2024,INSUMOS PARA DIABETES
CONJUNTO DE INFUSÃO SILHOUETTE MMT 382 MEDTRONIC,0,"113,69",25/11/2024,INSUMOS PARA DIABETES
DISPOSITIVO PARA INFUSÃO I-PORT ADVANCE MMT 100 6MM,120,"59,40",25/11/2024,INSUMOS PARA DIABETES
FITA ACCU CHEK PERFORMA ,0,"0,79",25/11/2024,INSUMOS PARA DIABETES
FITA DE GLICEMIA G TECH C/50,6600,"0,20",25/11/2024,INSUMOS PARA DIABETES
GLICOSIMETRO PORTATIL C/ TELA FREESTYLE,0,"0,00",25/11/2024,INSUMOS PARA DIABETES
LANCETAS,0,"0,08",25/11/2024,INSUMOS PARA DIABETES
PACOTE DE SERVIÇOS ACCU CHECK,36,"238,00",25/11/2024,INSUMOS PARA DIABETES
"RESERVATÓRIO ACCU CHECK 3,15 ML",0,"24,94",25/11/2024,INSUMOS PARA DIABETES
RESERVATÓRIO MMT 332A MEDITRONIC,9582,"17,90",25/11/2024,INSUMOS PARA DIABETES
SENSOR 7020,0,"370,00",25/11/2024,INSUMOS PARA DIABETES
SENSOR DE GLICOSE ENLITE MMT 7008A,0,"370,00",25/11/2024,INSUMOS PARA DIABETES
SENSOR P/ MONITORAMENTO FREESTYLE,404,"329,00",25/11/2024,INSUMOS PARA DIABETES
SISTEMA TRANSMISSOR GUARDIAN 7810,0,"3018,00",25/11/2024,INSUMOS PARA DIABETES
SISTEMA TRANSMISSOR GUARDIAN LINK 3 ,0,"3018,00",25/11/2024,INSUMOS PARA DIABETES
SISTEMA TRANSMISSOR MINILINK MMT7774RA,0,"3018,00",25/11/2024,INSUMOS PARA DIABETES
TRANSMISSOR GUARDIAN LINK 3 MMT 7910 W1,0,"3260,00",25/11/2024,INSUMOS PARA DIABETES
TIRAS ON CALL PLUS ,0,"0,45",25/11/2024,INSUMOS PARA DIABETES
ABS PÓS PARTO E GERIATRICO TAM. ÚNICO,1380,"0,44",25/11/2024,MATERIAIS
ALGODÃO 250G,30,"6,35",25/11/2024,MATERIAIS
APARELHO DE PRESSAO DIGITAL ,6,"143,67",25/11/2024,MATERIAIS
ASPIRADOR ELETRICO DE SANGUE,1,"345,00",25/11/2024,MATERIAIS
"ATADURA DE CREPOM 20CM X4,5M",0,"0,85",25/11/2024,MATERIAIS
ATADURA DE CREPOM 10CM,300,"0,82",25/11/2024,MATERIAIS
COLCHÃO PNEUMATICO 90X182 CM,3,"384,50",25/11/2024,MATERIAIS
COLETOR DE URINA SISTEMA FECHADO DE PERNA,1935,"4,40",25/11/2024,MATERIAIS
COMPRESSA DE GAZE ,3297,"0,44",25/11/2024,MATERIAIS
CURATIVO POLIURETANO 20X30,90,"287,40",25/11/2024,MATERIAIS
CURATIVO POLIURETANO 15X20,45,"152,88",25/11/2024,MATERIAIS
CURATIVO POLIURETANO 20X50,60,"500,00",25/11/2024,MATERIAIS
DISPOSITIVO PARA INCONTINENCIA URINARIA Nº5,0,"0,99",25/11/2024,MATERIAIS
DISPOSITIVO PARA INCONTINENCIA URINARIA Nº6,0,"0,99",25/11/2024,MATERIAIS
"ESPARADRAPO  10X4,5",69,"5,00",25/11/2024,MATERIAIS
FIXADOR DE TRAQUEOSTOMIA IMPACTO,0,"0,00",25/11/2024,MATERIAIS
FITA MICROPOROSA 50MM X 10M,260,"4,63",25/11/2024,MATERIAIS
FRALDA GERIATRICA TAM P,920,"1,12",25/11/2024,MATERIAIS
FRALDA GERIATRICA TAM M,2320,"1,14",25/11/2024,MATERIAIS
FRALDA GERIATRICA TAM G,3250,"1,12",25/11/2024,MATERIAIS
FRALDA GERIATRICA TAM GG,0,"1,14",25/11/2024,MATERIAIS
FRALDA PEDIATRICA G,80,"0,50",25/11/2024,MATERIAIS
FRALDA PEDIATRICA SXG,1920,"0,50",25/11/2024,MATERIAIS
FRALDA PEDIATRICA XG,180,"0,50",25/11/2024,MATERIAIS
FRALDA PEDIATRICA TAM M,0,"0,50",25/11/2024,MATERIAIS
FRASCO PARA DIETA ,0,"2,25",25/11/2024,MATERIAIS
LUVA DE PROCEDIMENTO TAM G,0,"0,25",25/11/2024,MATERIAIS
LUVA DE PROCEDIMENTO TAM P,0,"0,25",25/11/2024,MATERIAIS
LUVA DE PROCEDIMENTO TAM M,0,"0,27",25/11/2024,MATERIAIS
"LUVA ESTERIL 7,0",100,"0,99",25/11/2024,MATERIAIS
"LUVA ESTERIL 7,5",150,"0,99",25/11/2024,MATERIAIS
"LUVA ESTERIL 8,0",400,"1,96",25/11/2024,MATERIAIS
"LUVA ESTERIL 8,5",420,"1,96",25/11/2024,MATERIAIS
MEIA VENOSAN 6000 -(30-40) AD TAM P ,3,"124,90",25/11/2024,MATERIAIS
MEIA VENOSAN 6000 -(20-30) AGH TAM M,6,"124,90",25/11/2024,MATERIAIS
MEIA VENOSAN ULTRALINE (20-30) AGH TAM G,1,"124,90",25/11/2024,MATERIAIS
MEIA VENOSAN ULTRALINE (30-40) AD TAM XG,0,"124,90",25/11/2024,MATERIAIS
MEIA VENOSAN ULTRALINE (30-40) AD TAM G,1,"124,90",25/11/2024,MATERIAIS
MEIA DYNAVEN 30-40 TAMANHO M,7,"157,00",25/11/2024,MATERIAIS
MEIA VENOSAN LEGLINE (20-30) AD TAM P,3,"124,90",25/11/2024,MATERIAIS
OXIMETRO ,6,"64,23",25/11/2024,MATERIAIS
NEBULIZADOR COM MASCARA,4,"190,00",25/11/2024,MATERIAIS
SERINGA DE INSULINA 100UI,0,"115,80",25/11/2024,MATERIAIS
SERINGA 20ML,0,"1,47",25/11/2024,MATERIAIS
SERINGA DESCARTÁVEL 60ML BICO CATETER,0,"0,89",25/11/2024,MATERIAIS
"SONDA PARA GASTROSTOMIA 18FR X 1,0CM",1,"1,41",25/11/2024,MATERIAIS
"SONDA PARA GASTROSTOMIA 16FR X 1,0CM",0,"919,00",25/11/2024,MATERIAIS
"SONDA PARA GASTROSTOMIA 20FR X 1,7CM",0,"1000,00",25/11/2024,MATERIAIS
"SONDA PARA GASTROSTOMIA 20 FRX2,0CM",0,"1200,00",25/11/2024,MATERIAIS
"SONDA PARA GASTROSTOMIA 24 FR X 2,0CM",0,"1190,00",25/11/2024,MATERIAIS
SONDA DE FOLLEY 2 VIAS NR 16,2,"1190,00",25/11/2024,MATERIAIS
SONDA URETRAL 04,550,"2,71",25/11/2024,MATERIAIS
SONDA URETRAL 06,840,"0,45",25/11/2024,MATERIAIS
SONDA URETRAL 08,4480,"0,50",25/11/2024,MATERIAIS
SONDA URETRAL 10,10270,"0,00",25/11/2024,MATERIAIS
SONDA URETRAL 14,0,"0,50",25/11/2024,MATERIAIS
SONDA URETRAL 12,0,"0,50",25/11/2024,MATERIAIS
SONDA TRAQUEAL 8,0,"0,60",25/11/2024,MATERIAIS
SONDA TRAQUEAL 6,400,"0,60",25/11/2024,MATERIAIS
SONDA TRAQUEAL 10,490,"0,65",25/11/2024,MATERIAIS
ADESIVO PRÓTESE FONATÓRIA,0,"155,28",25/11/2024,INSUMOS PARA REABILITAÇÃO FONATÓRIA
CASSETE PRÓTESE FONATÓRIA,90,"65,31",25/11/2024,INSUMOS PARA REABILITAÇÃO FONATÓRIA
COLA CIRURGICA SILICONE,0,"225,71",25/11/2024,INSUMOS PARA REABILITAÇÃO FONATÓRIA
KIT ESCOVA P/MANUTENÇÃO ,2,"314,01",25/11/2024,INSUMOS PARA REABILITAÇÃO FONATÓRIA
VALVULA FALA PRÓTESE FONATÓRIA,0,"4714,99",25/11/2024,INSUMOS PARA REABILITAÇÃO FONATÓRIA
ALFAMINO,0,"126,12",25/11/2024,NUTRIÇÃO
APTAMIL 2,0,"0,00",25/11/2024,NUTRIÇÃO
APTAMIL AR,136,"49,60",25/11/2024,NUTRIÇÃO
APTAMIL SEM LACTOSE,248,"59,00",25/11/2024,NUTRIÇÃO
APTAMIL PEPTI,0,"130,60",25/11/2024,NUTRIÇÃO
APTAMIL ACTIVE 800G,38,"90,00",25/11/2024,NUTRIÇÃO
APTAMIL SOJA,65,"66,80",25/11/2024,NUTRIÇÃO
CALOGEN ,0,"0,00",25/11/2024,NUTRIÇÃO
ALFARE,0,"142,36",25/11/2024,NUTRIÇÃO
COGMAX,0,"1,01",25/11/2024,NUTRIÇÃO
ENSURE 400G,240,"70,80",25/11/2024,NUTRIÇÃO
FIBER MAIS,25,"107,00",25/11/2024,NUTRIÇÃO
FORTINI,98,"42,12",25/11/2024,NUTRIÇÃO
FREBINI ENERGY FIBRE,360,"46,00",25/11/2024,NUTRIÇÃO
GLUCERNA  400G,0,"89,00",25/11/2024,NUTRIÇÃO
GLUTAMAN,540,"2,60",25/11/2024,NUTRIÇÃO
INFATRINI 400G,126,"89,54",25/11/2024,NUTRIÇÃO
GLUCERNA SR,0,"13,50",25/11/2024,NUTRIÇÃO
ISOUSSORCE 1.0,89,"0,00",25/11/2024,NUTRIÇÃO
ISOUSSORCE SOYA FIBER,0,"20,10",25/11/2024,NUTRIÇÃO
ISOUSSORCE SOYA,0,"27,35",25/11/2024,NUTRIÇÃO
HCYS MED B,6,"2477,00",25/11/2024,NUTRIÇÃO
KETOCAL,0,"218,00",25/11/2024,NUTRIÇÃO
MAG-B6,30,"20,00",25/11/2024,NUTRIÇÃO
MILNUTRI SOJA 800G,0,"72,67",25/11/2024,NUTRIÇÃO
MILNUTRI PREMIUM 400 G,60,"35,00",25/11/2024,NUTRIÇÃO
MODULEN IBD ,117,"272,65",25/11/2024,NUTRIÇÃO
NAN ESPESSAR,0,"32,95",25/11/2024,NUTRIÇÃO
NAN SEM LACTOSE,0,"33,90",25/11/2024,NUTRIÇÃO
NEOCATE LCP,0,"107,00",25/11/2024,NUTRIÇÃO
NEO ADVANCE,0,"170,00",25/11/2024,NUTRIÇÃO
NEOFORTE,0,"158,38",25/11/2024,NUTRIÇÃO
NEO SPOON,0,"178,59",25/11/2024,NUTRIÇÃO
NESTOGENO 1 800G,0,"49,30",25/11/2024,NUTRIÇÃO
NINHO SEM LACTOSE,120,"27,77",25/11/2024,NUTRIÇÃO
NOVAMIL RICE 1530.2147,30,"233,25",25/11/2024,NUTRIÇÃO
NOVASOURCE REN,60,"14,60",25/11/2024,NUTRIÇÃO
NUTREN 1.0 LATA,0,"52,01",25/11/2024,NUTRIÇÃO
NUTREN 2.0 GARRAFA,180,"11,56",25/11/2024,NUTRIÇÃO
NUTREN ACTIVE,0,"37,92",25/11/2024,NUTRIÇÃO
NUTREN JUNIOR,0,"0,00",25/11/2024,NUTRIÇÃO
NUTRI RENAL 200ML ,63,"14,91",25/11/2024,NUTRIÇÃO
NUTREN SENIOR,0,"57,11",25/11/2024,NUTRIÇÃO
NUTRIDRINK PROTEIN S/LACTOSE E SEM SABOR,0,"80,17",25/11/2024,NUTRIÇÃO
NUTRIDRINK 600GRAMAS,0,"162,82",25/11/2024,NUTRIÇÃO
NUTRINI FIBER 200ML,206,"21,49",25/11/2024,NUTRIÇÃO
NUTRINFAN,0,"0,00",25/11/2024,NUTRIÇÃO
"NUTRISON ENERGY 1,5 1000ML",0,"38,99",25/11/2024,NUTRIÇÃO
NUTRISON ADVANCED DIASON ,54,"0,00",25/11/2024,NUTRIÇÃO
PEDIASURE,0,"42,12",25/11/2024,NUTRIÇÃO
PEPTIMEN,0,"157,11",25/11/2024,NUTRIÇÃO
PREGOMIN PEPTI,0,"130,60",25/11/2024,NUTRIÇÃO
SUSTAGENS KIDS,208,"34,89",25/11/2024,NUTRIÇÃO
SOYMILK,315,"34,52",25/11/2024,NUTRIÇÃO
PROBIATOP,30,"3,99",25/11/2024,NUTRIÇÃO
SUPRA SOY,0,"0,00",25/11/2024,NUTRIÇÃO
